source_file,종목명,종목코드,권장호라이즌,last_close,매수가(entry),익절가(tp),손절가(sl),RR,Score_1w,ord_qty,side,confidence,holding_days,valid_until,ATR,buf_close,buf_high,buf_low,요약점수(h1),요약점수(h2),요약점수(h3),ex_base_h1,ex_pen_h1,ex_base_h2,ex_pen_h2,ex_base_h3,ex_pen_h3,flags_h1,flags_h2,flags_h3,warn_bad_RR,h1_MAPE(%),h1_DirAcc(%),h1_Bias,h1_MAE,h1_count,h3_MAPE(%),h3_DirAcc(%),h3_Bias,h3_MAE,h3_count,h2_MAPE(%),h2_DirAcc(%),h2_Bias,h2_MAE,h2_count,risk_cap_used
pred_이마트_139480.csv,이마트,139480,h1,85500.0,84920.0,89630.0,83210.0,2.75,195.0,2,BUY,0.564,1,2025-12-23T15:20:00+09:00,3829.168,2297.501,2391.815,2297.501,0.0,0.9,1.8,0.0,0.0,0.65,0.25,0.85,0.95,,DA<MIN,MAPE>MAX;DA<MIN;|Bias|>r*MAE,0,1.6234014730027877,59.523809523809526,-573.9647574202966,1302.0556280779283,43.0,,,,,,,,,,,0.1
pred_TKG휴켐스_069260.csv,TKG휴켐스,069260,h1,19610.0,19530.0,20110.0,19330.0,2.9,185.0,10,BUY,0.475,1,2025-12-23T15:20:00+09:00,471.667,283.0,283.0,588.894,0.6,1.1,1.65,0.15,0.45,0.65,0.45,0.7,0.95,DA<MIN;|Bias|>r*MAE,DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,0,1.3178512382177063,52.38095238095239,164.76777478706006,242.3377768106242,43.0,,,,,,,,,,,0.1
pred_한국카본_017960.csv,한국카본,017960,h3,34250.0,33820.0,30540.0,32560.0,-2.6,185.0,0,BUY,0.363,3,2025-12-25T15:20:00+09:00,1595.834,1693.811,1449.32,1552.597,1.95,1.4,0.55,1.0,0.95,0.45,0.95,0.05,0.5,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX,1,,,,,,5.442473966357724,56.09756097560976,-839.3876706681604,1693.8106926476082,41.0,,,,,,0.1
pred_BNK금융지주_138930.csv,BNK금융지주,138930,h3,15970.0,15880.0,15270.0,15630.0,-2.44,175.0,0,BUY,0.515,3,2025-12-25T15:20:00+09:00,426.667,342.068,810.309,258.99,1.45,0.7,0.25,1.0,0.45,0.25,0.45,0.25,0.0,DA<MIN;|Bias|>r*MAE,DA<MIN;|Bias|>r*MAE,,1,,,,,,2.2577936852655354,58.536585365853654,-162.59787845902304,342.0684324386644,41.0,,,,,,0.1
pred_iM금융지주_139130.csv,iM금융지주,139130,h1,14730.0,14670.0,15090.0,14530.0,3.0,170.0,13,BUY,0.637,1,2025-12-23T15:20:00+09:00,339.167,203.5,497.772,203.5,0.25,1.8,1.6,0.0,0.25,0.85,0.95,0.65,0.95,DA<MIN,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,0,1.2515876630859386,54.761904761904766,-19.162500556124943,176.79770673430235,43.0,,,,,,,,,,,0.1
pred_녹십자_006280.csv,녹십자,006280,h1,167000.0,165880.0,175000.0,162560.0,2.75,170.0,1,BUY,0.567,1,2025-12-23T15:20:00+09:00,7416.664,4449.999,4449.999,4449.999,0.5,0.75,1.75,0.25,0.25,0.25,0.5,1.0,0.75,DA<MIN,MAPE>MAX,MAPE>MAX;DA<MIN,0,1.7379909608734578,47.61904761904761,-788.5888598686062,2482.4023360429837,43.0,,,,,,,,,,,0.1
pred_현대위아_011210.csv,현대위아,011210,h2,71300.0,70740.0,75330.0,69070.0,2.75,170.0,0,BUY,0.395,2,2025-12-24T15:20:00+09:00,3733.334,2240.0,2447.828,3482.349,1.25,1.05,1.8,0.3,0.95,0.35,0.7,0.85,0.95,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,0,,,,,,,,,,,3.128067234872652,57.14285714285714,-1356.6706817774545,1962.5096421866183,42.0,0.1
pred_오리온홀딩스_001800.csv,오리온홀딩스,001800,h1,21250.0,21150.0,21930.0,20880.0,2.89,160.0,9,BUY,0.475,1,2025-12-23T15:20:00+09:00,632.083,379.25,919.431,713.563,0.2,1.1,1.55,0.0,0.2,0.65,0.45,0.85,0.7,|Bias|>r*MAE,DA<MIN;|Bias|>r*MAE,MAPE>MAX;|Bias|>r*MAE,0,1.8177313464781852,61.904761904761905,-245.94265574632706,361.83239268702164,43.0,,,,,,,,,,,0.1
pred_효성티앤씨_298020.csv,효성티앤씨,298020,h2,236000.03,234200.0,248890.0,228840.0,2.74,160.0,0,BUY,0.335,2,2025-12-24T15:20:00+09:00,7145.827,7161.463,6386.914,5984.892,1.3,1.25,1.8,0.35,0.95,0.3,0.95,0.85,0.95,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,0,,,,,,,,,,,3.215810075582226,45.23809523809524,-6231.966738899551,7161.4627007927265,42.0,0.1
pred_한일시멘트_300720.csv,한일시멘트,300720,h2,19430.0,19300.0,20360.0,18920.0,2.79,155.0,0,BUY,0.384,2,2025-12-24T15:20:00+09:00,667.5,517.963,545.498,452.054,1.8,0.8,1.5,0.85,0.95,0.1,0.7,0.55,0.95,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,0,,,,,,,,,,,2.7790218868568863,57.14285714285714,-466.15717941806423,517.9630469424383,42.0,0.1
pred_F&F_383220.csv,F&F,383220,h1,78800.0,78360.0,81950.0,77050.0,2.74,155.0,2,BUY,0.523,1,2025-12-23T15:20:00+09:00,2925.0,1755.0,1896.119,1776.504,0.5,1.3,1.65,0.25,0.25,0.55,0.75,0.7,0.95,DA<MIN,MAPE>MAX;DA<MIN,MAPE>MAX;DA<MIN;|Bias|>r*MAE,0,2.0277544911564864,47.61904761904761,-599.5790846126021,1434.59241154582,43.0,,,,,,,,,,,0.1
pred_OCI홀딩스_010060.csv,OCI홀딩스,010060,h1,114799.99,113920.0,121120.0,111290.0,2.74,155.0,0,BUY,0.395,1,2025-12-23T15:20:00+09:00,5291.666,3512.824,4767.596,3860.162,1.05,1.7,1.4,0.1,0.95,0.75,0.95,0.65,0.75,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN,0,3.1263265501834745,54.761904761904766,-2347.4464686804026,3512.8239718980567,43.0,,,,,,,,,,,0.1
pred_강원랜드_035250.csv,강원랜드,035250,h2,18550.0,18490.0,18930.0,18340.0,2.93,150.0,10,BUY,0.484,2,2025-12-24T15:20:00+09:00,294.167,214.038,481.373,266.205,1.1,0.2,1.8,0.65,0.45,0.0,0.2,0.85,0.95,DA<MIN;|Bias|>r*MAE,|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,0,,,,,,,,,,,1.2056855861715894,57.14285714285714,-152.42521419411588,214.0384167716616,42.0,0.1
pred_HD현대인프라코어_042670.csv,HD현대인프라코어,042670,h1,15120.0,15010.0,15870.0,14710.0,2.87,150.0,13,BUY,0.571,1,2025-12-23T15:20:00+09:00,698.333,419.0,434.216,697.79,0.55,1.15,1.5,0.3,0.25,0.45,0.7,0.75,0.75,DA<MIN,MAPE>MAX;|Bias|>r*MAE,MAPE>MAX;DA<MIN,0,2.388231052429998,50.0,34.28846479848378,364.2062357275988,43.0,,,,,,,,,,,0.1
pred_롯데쇼핑_023530.csv,롯데쇼핑,023530,h1,74300.0,73920.0,76970.0,72820.0,2.77,150.0,0,BUY,0.421,1,2025-12-23T15:20:00+09:00,2475.002,1485.001,1485.001,1485.001,0.4,0.95,1.55,0.2,0.2,0.5,0.45,0.8,0.75,|Bias|>r*MAE,DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN,0,2.0249696792355403,57.14285714285714,-1366.0398301690122,1456.6805203293643,43.0,,,,,,,,,,,0.1
pred_하이브_352820.csv,하이브,352820,h3,313500.04,310680.0,299830.0,302250.0,-1.29,150.0,0,BUY,0.53,3,2025-12-25T15:20:00+09:00,10666.664,11258.676,13117.135,12033.499,1.1,1.4,1.0,0.35,0.75,0.65,0.75,0.5,0.5,MAPE>MAX;DA<MIN,MAPE>MAX;DA<MIN,MAPE>MAX,1,,,,,,3.6772038041833985,58.536585365853654,-677.7008939080122,11258.676110971264,41.0,,,,,,0.1
pred_GS건설_006360.csv,GS건설,006360,h1,20050.0,19910.0,20990.0,19530.0,2.84,145.0,0,BUY,0.374,1,2025-12-23T15:20:00+09:00,708.333,525.364,700.329,1137.403,1.025,1.375,1.95,0.075,0.95,0.425,0.95,1.0,0.95,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,0,2.725829710768093,52.38095238095239,-485.7089162011474,525.3641909915342,43.0,,,,,,,,,,,0.1
pred_두산밥캣_241560.csv,두산밥캣,241560,h1,59900.0,59580.0,62160.0,58650.0,2.77,145.0,3,BUY,0.533,1,2025-12-23T15:20:00+09:00,1875.001,1258.795,1602.841,1125.001,0.65,1.1,1.0,0.4,0.25,0.6,0.5,0.5,0.5,DA<MIN,MAPE>MAX,MAPE>MAX,0,2.1143921276051847,52.38095238095239,-515.7375124997877,1258.795108074366,43.0,,,,,,,,,,,0.1
pred_금호석유화학_011780.csv,금호석유화학,011780,h2,126400.0,125820.0,130530.0,124110.0,2.75,145.0,1,BUY,0.531,2,2025-12-24T15:20:00+09:00,3333.335,2294.941,4215.871,7207.38,1.95,0.1,0.65,1.0,0.95,0.1,0.0,0.4,0.25,MAPE>MAX;DA<MIN;|Bias|>r*MAE,,DA<MIN,0,,,,,,,,,,,1.9364206494882754,61.904761904761905,-1144.0238522631764,2294.940783154395,42.0,0.1
pred_한국가스공사_036460.csv,한국가스공사,036460,h3,40600.0,40410.0,40690.0,39850.0,0.5,145.0,0,BUY,0.573,3,2025-12-25T15:20:00+09:00,816.665,750.279,784.011,1891.223,1.95,1.45,0.25,1.0,0.95,0.5,0.95,0.0,0.25,MAPE>MAX;DA<MIN;|Bias|>r*MAE,MAPE>MAX;DA<MIN;|Bias|>r*MAE,DA<MIN,0,,,,,,1.8067354602709134,51.21951219512195,231.93617608489077,750.2793749658082,41.0,,,,,,0.1
